0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,
0.0,0.0249872,0.049211763,0.073237024,0.09632354,0.11778544,0.13946988,0.15835373,0.17671005,0.19484234,0.21023826,0.22609834,0.23918255,0.2520534,0.26402682,0.27639645,0.2874233,0.29397917,0.304529,0.31199715,0.32025382,0.32916945,0.33610007,0.34281552,0.3470085,0.35207495,0.35692525,0.36208567,0.36650962,0.3708503,0.37469423,0.3790696,0.38053888,0.38632992,0
