0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390
0.0,0.025027217,0.04984157,0.073524676,0.096054554,0.11921872,0.1384921,0.15864873,0.17583773,0.1935615,0.21270111,0.22602582,0.24051456,0.25345275,0.26377624,0.27587774,0.28719494,0.29845497,0.30414748,0.31441817,0.32013848,0.3287933,0.33476838,0.3414169,0.34921247,0.3533163,0.36010462,0.36281505,0.3664252,0.3698227,0.3754039,0.37701067,0.38231263,0.384422,0.38784373,0.3940193,0.39716554,0.39469936,0.39736524,0.40152836
