0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390
0.0,0.02512005,0.049582973,0.073643275,0.09612184,0.117726736,0.13806948,0.15731479,0.1773258,0.19461957,0.20985588,0.22759314,0.2387722,0.25571084,0.2644395,0.27661034,0.28779927,0.29763195,0.30690363,0.31315652,0.32008433,0.326427,0.33524746,0.340591,0.34974518,0.35087276,0.3582587,0.3609448,0.36951324,0.37164554,0.37345248,0.38016424,0.38077542,0.38512543,0.38922533,0.3924474,0.3956897,0.39601725,0.39873227,0.40345705
