0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,
0.0,0.025118768,0.04944842,0.07358266,0.096594244,0.11806478,0.1382167,0.1577938,0.17706475,0.19455141,0.21049535,0.22520852,0.23999482,0.2524091,0.26610616,0.2760392,0.28645203,0.29711366,0.3046736,0.31326336,0.3218865,0.32899886,0.3358172,0.34190178,0.3467142,0.3494235,0.35905528,0.36094135,0.36552945,0.36922365,0.3732591,0.37795907,0.3825624,0.38682657,0.38
